chr;start;end
chr4;127350327;128350312
chr21;13704554;14704552
chr11;45525803;46525779
chr11;37729131;38729133
chr6;74062311;75062327
chr15;90185579;91185538
chr4;159302507;160302467
chr5;16390607;17390599
chr9;56915116;57915101
chr5;100468877;101468886
chr19;25713620;26713603
chr13;66046142;67046129
chr6;64869379;65869384
chr9;49370021;50370024
chr14;23477253;24477247
chr7;26497761;27497757
chr6;82717231;83717231
chr4;49056911;50056920
chr2;45891601;46891626
chr12;103500562;104500559
chr7;149894987;150894975
chr2;49372083;50372091
chr12;99404854;100404868
chr14;75717281;76717260
chr1;198311864;199311862
chr15;86690053;87690042
chr10;19580206;20580199
chr8;52652761;53652762
chrY;46302279;47302271
chr1;156280090;157280075
chr13;35603723;36603708
chrX;103565876;104565922
chr9;60583475;61583465
chr2;226049263;227049249
chr14;78083061;79083088
chr15;12165258;13165223
chr14;15439832;16439831
chr2;103308720;104308725
chr3;80600843;81600870
chr9;23471643;24471656
chr1;55515150;56515146
chr6;30098862;31098874
chr19;31479321;32479320
chr17;67858587;68858559
chr5;172812665;173812653
chr17;12545599;13545575
chr16;28882082;29882098
chr8;28248118;29248155
chr17;61800800;62800850
chr11;37742844;38742849
chr14;103683671;104683705
chr10;41260704;42260724
chr21;16114767;17114738
chr2;23766136;24766097
chr1;138856747;139856766
chr15;20272317;21272288
chr5;17807801;18807794
chr10;131783648;132783634
chr12;72248610;73248573
chr7;57632642;58632657
chr2;104858677;105858660
chr6_mann_hap4;2232896;3232880
chr14;95878438;96878451
chrY;31647302;32647320
chr22;14382283;15382257
chr11;69879968;70879976
chr4;153255268;154255218
chr16;14436405;15436398
chr5;1164350;2164333
chr1;87121290;88121328
chr13;47978546;48978549
chrX_jh806587_fix;458033;1457999
chr10;120970337;121970333
chr15;8714012;9714014
chr6;76362049;77362032
chr4;49554479;50554435
chr7;24252455;25252442
chr18;28978051;29978042
chrY;6596434;7596408
chr14;8463599;9463580
chr16;14136315;15136333
chr11;52500824;53500816
chr13;102426494;103426522
chr22;27615628;28615636
chr14;74724501;75724474
chr15;39374347;40374366
chr11;48506980;49506977
chr17;16782871;17782871
chr6;131334316;132334307
chr1;84000669;85000666
chr20;26486485;27486471
chr13;39684258;40684273
chr1;10028053;11028036
chr7;68989240;69989220
chr18;74958985;75958996
chr1;134533088;135533084
chr13;76759600;77759531
chr15;16404393;17404398
chr3;107119629;108119609
chr15;77427218;78427203
chr2;52615567;53615572
chr3;78553640;79553617
chr15;90194296;91194287
chr11;26738862;27738847
chr5_gl339449_alt;84754;1084771
chr13;66657590;67657576
chr11;5682198;6682181
chr4;73521557;74521544
chr10_jh591181_fix;242564;1242590
chr12;71784851;72784838
chr1;9518919;10518921
chr2;44104412;45104412
chr20;58871187;59871198
chr8;63325147;64325136
chr13;26720836;27720820
chr10;74788015;75788001
chr22;31067858;32067858
chr6;23650552;24650558
chrY;33513212;34513279
chr12;32174826;33174839
chr9;83888775;84888688
chr2;181262898;182262921
chr11;24460499;25460497
chr1;7499123;8499128
chr9;14343364;15343335
chr7;54233994;55234016
chr2;62616658;63616667
chr10;128266392;129266364
chr15;21018760;22018699
chr14;87993890;88993847
chr5;106778184;107778197
chr4;181870250;182870229
chr22;49183835;50183847
chr14;14860416;15860393
chr7;104177574;105177564
chr11;14130092;15130069
chr5;108286515;109286517
chr2;232992826;233992827
chr16;38548203;39548168
chr14;14610082;15610074
chr7;99304444;100304445
chr7;41198302;42198321
chrX;34375149;35375153
chr10;74984446;75984465
chr14;30030641;31030632
chrX;72666123;73666122
chr3;145915934;146915896
chr2;160807665;161807658
chr14;20569065;21569017
chr1;135533093;136533082
chr8;126890385;127890389
chr8;138138439;139138427
chr7;119713052;120713057
chr16;45788670;46788679
chr5;178376227;179376205
chr1;20377878;21377881
chr4;130574428;131574417
chr3;162099843;163099861
chr7;152525555;153525559
chr7;152395870;153395894
chr2;125556243;126556233
chr4;179672247;180672257
chr15;35807593;36807611
chr22;31664857;32664853
chr4;186010143;187010142
chr18;3441384;4441389
chr10;18199018;19199017
chr6;152042248;153042253
chr1;97955471;98955455
chr18;968294;1968319
chr1;77969486;78969522
chrX;57060580;58060562
chr2;135064463;136064485
chr7;71173002;72173013
chrX;9947789;10947843
chr7;47422226;48422212
chr9;89075877;90075904
chr17;58074027;59073981
chr9;43189840;44189806
chr5;104118102;105118105
chr7;5092167;6092179
chr10;19043623;20043620
chr7;113377401;114377405
chr18;57571930;58571943
chr4;121774028;122774010
chr7;54340334;55340341
chr4;139900340;140900328
chr18;27370212;28370184
chr22;34027916;35027891
chr20;58934003;59934006
chr2;66981016;67981007
chr4;84602307;85602283
chr9;52702656;53702665
chr15;61562607;62562631
chr7;41045794;42045781
chr1;208125092;209125100
chr14;52922388;53922402
chr2;141968174;142968160
chr5;7159555;8159572
chr9;135728063;136728061
chr1;137140595;138140620
chr4;154765948;155765928
chr18;63077877;64077863
chr12;109913667;110913665
chr1;199811326;200811356
chr11;131141437;132141424
chr8;15141443;16141423
chr6;100177530;101177515
chr6;166771631;167771643
chr4;169091507;170091479
chr3;33357121;34357149
chr4;9779657;10779649
chr7;90118472;91118475
chr5;69689115;70689111
chr9;87739255;88739254
chr6;105858277;106858263
chr6;66190403;67190397
chr2;123293749;124293707
chr22;34318117;35318101
chr10;33127335;34127329
chr6;77052159;78052165
chr21;43607812;44607772
chr16;69948961;70948954
chr8;47068513;48068525
chr4;121152240;122152211
chr13;69720827;70720821
chr12;99994342;100994346
chr13;99707934;100707904
chr6;165501275;166501290
chr1;78583959;79583987
chr17;10205891;11205933
chr8;123564454;124564436
chr7;14735878;15735880
chr5;176719382;177719358
chrX;129987356;130987393
chr5;173125412;174125394
chrX_jh806600_fix;4821646;5821636
chr3;99051966;100051992
chr13;30577581;31577571
chr8;42604281;43604282
chr12;18390518;19390510
chr4;6990285;7990293
chr7;115767520;116767515
chr22;45710320;46710333
chr2;72476865;73476850
chr10;39452783;40452750
chr19;27874250;28874244
chr18;3116669;4116671
chr9;64654602;65654588
chr3;64214158;65214184
chr2;58749994;59749982
chr5;19752843;20752901
chr17;41913713;42913714
chr7;68394047;69394013
chr15;75049107;76049121
chrX;110812275;111812271
chr3;25669890;26669886
chr12;81968730;82968789
chr1;25405139;26405132
chr6;142565662;143565706
chr2;82137855;83137832
chr2;124782245;125782251
chr3;175941299;176941265
chr10;85154911;86154859
chr7;32701518;33701482
chr12;100548331;101548333
chr14;66769605;67769600
chr5;171005768;172005759
chr6;132720685;133720707
chr2;218674478;219674499
chr5;96753241;97753253
chrX_jh806600_fix;2132823;3132820
chr5;34194065;35194090
chr15;9460931;10460927
chr7;124231626;125231663
chr5;165829137;166829107
chr5;71233411;72233397
chr7;82147819;83147819
chr9;24169707;25169705
chr1;105069653;106069668
chr1;197327918;198327939
chr5;93665470;94665455
chr5;69860451;70860450
chr18;35540256;36540287
chr7;105678413;106678428
chr1;163781446;164781454
chr1;246090520;247090500
chr5;35988156;36988134
chr8;121058327;122058296
chr21;10057121;11057136
chr2;76261028;77261040
chrX;143543936;144543929
chr8;104591387;105591368
chr1;101248527;102248520
chr18;13813318;14813325
chr14;19597606;20597605
chr19;57893175;58893160
chr3;114752924;115752959
chr3;4783180;5783169
chr6;134678283;135678290
chr3;14959134;15959155
chr6;3672390;4672375
chr2;53094009;54093997
chr7;155127081;156127066
chr2;148897907;149897872
chr22;20195396;21195393
chr20;41231720;42231717
chr14;97678033;98678034
chr14;73326688;74326625
chr6_qbl_hap6;1126947;2126926
chr17;49835701;50835692
chr10;10852818;11852825
chr4;52138081;53138073
chr14;3850708;4850690
chr20;15920498;16920499
chr2;88912979;89913000
chr2;87285772;88285789
chr5;50799943;51799942
chr1;231239796;232239784
chrX;67025871;68025857
chr10;42295087;43295091
chr5;37129953;38129990
chr19;5207897;6207917
chr1;207711269;208711240
chr11;17273323;18273323
chr12;131407990;132407970
chrX;94765039;95765072
chr3;164911979;165911987
chr1;156061260;157061255
chr6;118378958;119378955
chr1;164391341;165391347
chr16;54138056;55138094
chr22;39002282;40002271
chr19;48928912;49928909
chr6;57377464;58377469
chr8;15802526;16802498
chr3;40662044;41662016
chrX;83854316;84854289
chr19;1992201;2992177
chr1;30561162;31561154
chr10;70126212;71126217
chr4;39930253;40930272
chr1;11229196;12229163
chr16;56071941;57071924
chr2;79021696;80021685
chr16;28704916;29704946
chr2;174840845;175840853
chr3;86884702;87884697
chr11;22723996;23723989
chr22;39925866;40925848
chr4;86288193;87288176
chr5;30001236;31001247
chr9;96671132;97671141
chrX;130985263;131985281
chr5;161948483;162948478
chr4;172347294;173347323
chrY;32019530;33019569
chrX;86517068;87517053
chr4;25745730;26745748
chr1;166869988;167869968
chr17;52298277;53298297
chr21;25971503;26971505
chr2;62056775;63056774
chrX;90974613;91974595
chr18;19543540;20543546
chr6;168346288;169346304
chr3;19771655;20771661
chr10;83908618;84908594
chr6;110149768;111149747
chr5;92677003;93676970
chr22;23109273;24109300
chr9;36700099;37700077
chr22;39814281;40814274
chr5;55513425;56513447
chr15;63872023;64872022
chr12;14154211;15154207
chr2;44134601;45134591
chr4;61086191;62086145
chr13;35388218;36388194
chr11;28777623;29777610
chr18;19835614;20835599
chr6_apd_hap1;176770;1176775
chr5;139677370;140677402
chr4;1271333;2271310
chr3;45648038;46648048
chr5;30243446;31243447
chr12;64450896;65450899
chr16;87423324;88423330
chr4;63327954;64327968
chr19;51856772;52856793
chr9;76217254;77217230
chr6;95356;1095345
chr15;43769291;44769274
chrY;13352588;14352602
chr11;84166800;85166805
chr5;144536166;145536192
chr22;8027855;9027874
chr9;2402812;3402826
chr1;72432604;73432570
chr7;56520154;57520153
chr3;113375020;114375041
chr21;7303284;8303268
chr7;40432525;41432522
chr10;124789933;125789929
chr11;17387522;18387543
chr1;162010867;163010849
chr6_dbb_hap3;461997;1462038
chr5;69994356;70994329
chr8;78808619;79808591
chr7;4252486;5252487
chr9;38454886;39454905
chr12;105633765;106633746
chr4;155629245;156629251
chr18;74066642;75066643
chr5;53993643;54993656
chrX;73630347;74630376
chr10;71484039;72484026
chr6;113146791;114146797
chrX;3735940;4735943
chr12;123463482;124463485
chr1;84607564;85607573
chr8;130827366;131827350
chr2;68855364;69855356
chr3;151570684;152570673
chr20;27058197;28058179
chr1;23908202;24908158
chr9;18745503;19745513
chr22;40966653;41966629
chr13;112714041;113714029
chr14;35648318;36648297
chr12;62265694;63265678
chr7;152896099;153896119
chr15;23964139;24964101
chr1;152446591;153446613
chr5;83427324;84427291
chr17;72479668;73479654
chr14;60915177;61915195
chr9;72927830;73927800
chr21;37725242;38725245
chr18;33535214;34535214
chr5;110936968;111936948
chr2;180775529;181775541
chr7;120367310;121367295
chr8;101054085;102054133
chr7;66755021;67755052
chr12;60939487;61939468
chr4;21898863;22898851
chr12;60996233;61996184
chr13;14456740;15456730
chr22;25118923;26118919
chr17;2348934;3348943
chr12;44803526;45803507
chr11;5695630;6695630
chr6;4136271;5136267
chr11;96503230;97503233
chr8;133043861;134043826
chr2;86169713;87169730
chr8;51517492;52517477
chr20;5578528;6578530
chr21;32454507;33454516
chr3;139155501;140155498
chr1;51488972;52488959
chr12;97348465;98348467
chr12;47959930;48959933
chr20;36776548;37776540
chr8;129662352;130662362
chr14;13184451;14184461
chr21;33627613;34627616
chr11;122936393;123936374
chr14;40985445;41985429
chr14;1400928;2400935
chr1;155934176;156934188
chr3;60649670;61649665
chr17;61134167;62134170
chr15;8692755;9692739
chr13;95311345;96311338
chr1;194868467;195868478
chr10;128805476;129805512
chr14;98611381;99611399
chr8;82007543;83007545
chr12;128670361;129670387
chr9;6076782;7076772
chr2;172996104;173996107
chr6;141516779;142516793
chrY;22140640;23140634
chr1;244857237;245857223
chr5;157096792;158096788
chr2;188733103;189733093
chr3;153841044;154841051
chr16;50446595;51446566
chr11;24452034;25452017
chr3;116546346;117546400
chr15;51234879;52234882
chr12;102772293;103772304
chr1;65979273;66979286
chrY;41750805;42750787
chr17;17430512;18430468
chr3;175749064;176749074
chr10;77893164;78893174
chr5;146329235;147329248
chr18;1466296;2466334
chr13;20131874;21131851
chr2;149276048;150276080
chr11;75012639;76012639
chr2;182671802;183671825
chr12;7894984;8894978
chr9;10196596;11196595
chr10;52352544;53352543
chr22;8677217;9677221
chr4;89413361;90413375
chr6_mcf_hap5;3591821;4591823
chr15;77311346;78311351
chr13;14437750;15437777
chr9;119685696;120685687
chr6;55149561;56149611
chr21;25412703;26412707
chr1;17769764;18769743
chr20;44925952;45925967
chr2;13838745;14838715
chr3;46690649;47690647
chr8;43279556;44279566
chr7;18459508;19459495
chr1;179886252;180886212
chr16;21410386;22410372
chr11;20524090;21524079
chr18;48919278;49919265
chr4;31378160;32378132
chr3;76071535;77071487
chr8;92010002;93010003
chrX;1342468;2342478
chr20;14107586;15107629
chr17;27505578;28505592
chr10;97277620;98277618
chr5;37189135;38189164
chr17;37555304;38555292
chr12;33175185;34175175
chr10;128072176;129072186
chr7;76735714;77735675
chr14;96179536;97179572
chr6_qbl_hap6;1663569;2663599
chr3;18404641;19404661
chr9;8470378;9470384
chr12;2092036;3092055
chr2;102972041;103972043
chr7;45859246;46859256
chr5;60748431;61748434
chr1_jh636052_fix;5471271;6471287
chrX;119949929;120949950
chr5;48610185;49610165
chr17;58187563;59187558
chr21;39450297;40450307
chr1;16574222;17574214
chr16;67927089;68927105
chr6;167675060;168675070
chr12;25363989;26363990
chr3;153053375;154053419
chr7;49789783;50789798
chr22;2879403;3879390
chr14;1266638;2266624
chr7;15137639;16137649
chr4;167631975;168631994
chr6;116291143;117291147
chr2;127738008;128738052
chr7;88243368;89243354
chr14;93580184;94580194
chrX;93659708;94659686
chr3;52016773;53016754
chr10;27659764;28659799
chr3;117287327;118287331
chr2;233419395;234419386
chr22;15166890;16166912
chr22;19644736;20644732
chr20;23739314;24739281
chr2;221815634;222815619
chr8;78775702;79775682
chr4;14437045;15437078
chrX_jh806587_fix;2632095;3632108
chrX;43819080;44819060
chr3;184148933;185148951
chr12;76404825;77404831
chr2;36689364;37689354
chr3;172434093;173434147
chr10;18876852;19876805
chr3;57575619;58575588
chr4;8104662;9104663
chr2;22837993;23837988
chr12;27639953;28639936
chrX;104715794;105715827
chrX_jh720453_fix;12989;1013009
chr20;59239628;60239627
chr1;136362331;137362371
chr13;41612577;42612586
chr14;68095645;69095634
chr3;180226155;181226167
chr10;119732186;120732193
chr8;90075868;91075855
chr12;122388695;123388658
chr8;18021955;19021969
chr17;26251136;27251122
chr15;19085256;20085231
chr2;63301688;64301693
chr16;16366740;17366741
chr2;43391117;44391106
chr5;65973241;66973255
chr2;138976022;139976009
chr14;94771;1094781
chr3;111872728;112872710
chr6;160238020;161238016
chr17;56686477;57686501
chr1;69858429;70858447
chr12;110342587;111342594
chr4;78628586;79628587
chr8;104836550;105836571
chr2;114663138;115663133
chr15;83404356;84404329
chrX;28786030;29786001
chr8;29704085;30704088
chr7;32195451;33195436
chr22;46848214;47848234
chr1;35697744;36697711
chr14;58773654;59773681
chr10;17962902;18962883
chrX;34750508;35750527
chr2;91945490;92945512
chr12;79892563;80892569
chr12;79328012;80327995
chr12;3054136;4054138
chr1;27800856;28800876
chr5;76241021;77241023
chr6;131408047;132408039
chr2;61458631;62458638
chrX;112646624;113646606
chr14;101240470;102240448
chr3;34233712;35233694
chr6;6942046;7942021
chr5;108483950;109483958
chr2;128375636;129375629
chr9;52881327;53881332
chr22;5739377;6739373
chr4;68687252;69687254
chr4;102439383;103439388
chr8;35609227;36609212
chr4;116597175;117597194
chr3;23947435;24947473
chr8;140426573;141426584
chr18;69212723;70212681
chr18;15375009;16375038
chr2;10197112;11197140
chr8;134111255;135111261
chr5;136040299;137040284
chr4;81559794;82559794
chr20;43339077;44339070
chr19;39637488;40637441
chrX;144980966;145980953
chr8;2546290;3546342
chr6;159550393;160550381
chr6;98797611;99797618
chr18;70402146;71402117
chr10;65131290;66131302
chr3;36424108;37424115
chr13;45785702;46785659
chr17;46352768;47352792
chr18;45093038;46093020
chr11;99665376;100665372
chr11;70059214;71059204
chr12;101294750;102294755
chr11;39708344;40708331
chr17;2040887;3040853
chr3;29722471;30722481
chr20;44921156;45921183
chr2;68299257;69299280
chr4;432052;1432051
chr2;196662214;197662197
chr16;69843040;70843074
chr12;128298137;129298151
chr6;53292690;54292693
chr1;6090726;7090751
chr13;43167841;44167800
chr9;51303359;52303355
chrX;110569639;111569637
chr1;102606664;103606683
chr7;182175;1182164
chr14;59774032;60774025
chrX;108993694;109993708
chr20;36981935;37981964
chr8;88059388;89059351
chr12;118369749;119369746
chrY;38081773;39081738
chr7;101431262;102431269
chr17;32695068;33695055
chr9;7050453;8050441
chr8;29829955;30829972
chr9;95809178;96809194
chr3;95363135;96363081
chr8;121002535;122002542
chr16;33694314;34694294
chr1;200377581;201377561
chr7;74508588;75508600
chr2;7470894;8470872
chr16;56664380;57664361
chr2;111368883;112368875
chr18;20751582;21751595
chr8;28131977;29131945
chr8;67194090;68194099
chr6;169117526;170117503
chr4;174977543;175977514
chr2;222525489;223525482
chr1;87871600;88871608
chr6;119520163;120520155
chr7;43496188;44496187
chr17;24789282;25789273
chr14;98945990;99946016
chr12;14000706;15000720
chr5;98286167;99286156
chr4;26788358;27788332
chr22;4846638;5846669
chr3;133910182;134910183
chr10;55814769;56814747
chr7;81536159;82536125
chrX;99438926;100438923
chr4;159807419;160807448
chr16;85184864;86184853
chrX;153089011;154088995
chr10;121801892;122801887
chr4;84340253;85340248
chr12;33790076;34790089
chrY;29034948;30034964
chr1;175954284;176954268
chr20;55095601;56095588
chr2;246117;1246096
chr6;141361050;142361085
chr7;7529673;8529675
chrY;23366054;24366039
chr14;101101081;102101078
chrY;39334917;40334900
chr17;71099260;72099269
chr21;11382111;12382112
chr7;73615482;74615481
chr2;128462693;129462692
chr13;39556593;40556582
chr6;13883755;14883773
chr1;151335001;152335004
chr22;14538406;15538371
chr2;15070290;16070311
chr3;96686153;97686176
chr9;63621242;64621232
chrX;9245704;10245717
chr15;61149063;62149059
chr8;1804604;2804611
chr6;48360245;49360281
chr3;54589879;55589877
chr12;619303;1619287
chr1;41857571;42857583
chr1;101052644;102052650
chrY;36995941;37995979
chr18;14894084;15894059
chr19;10147102;11147094
chr17;32231670;33231650
chr6;120577231;121577246
chr14;78658189;79658191
chr4;161148990;162149015
chr10;89529768;90529779
chr15;78164725;79164747
chr11;84506957;85506958
chr6;28322561;29322574
chr1;154024772;155024758
chr9;29793177;30793164
chr6;42481548;43481485
chr18;30143463;31143458
chr1;69239605;70239568
chr20;47322799;48322816
chr18;26227842;27227871
chr6;121340469;122340487
chr12;77043486;78043485
chr8;82289938;83289963
chr4;91963072;92963060
chr16;36631484;37631478
chr1;170778580;171778621
chr11;115767390;116767350
chr8;49506765;50506801
chr3;17866524;18866546
chr5;22842769;23842755
chr5;80183166;81183158
chr4;73977603;74977575
chr13;1097901;2097915
chr8;52263074;53263042
chr3;35568315;36568338
chr1;162012461;163012430
chr20;44285264;45285266
chr5;124663087;125663096
chr2;182134511;183134472
chr1;170501432;171501421
chr1;209917087;210917076
chr13;67153369;68153352
chr3;148702410;149702417
chr9;31602105;32602076
chr6;105584716;106584699
chr18;49145183;50145166
chr5;142013474;143013474
chr1;119226009;120225964
chr10;2697083;3697083
chr8;83458407;84458382
chr4;67379688;68379687
chr4;158961215;159961201
chr19;30775305;31775285
chr3;111401939;112401906
chr13;4429610;5429624
chr16;86970408;87970384
chr3;75313143;76313164
chr10;122763615;123763591
chr2;33021823;34021823
chr2;186645050;187645025
chrX;8579023;9579003
chr1;32003339;33003326
chr3;175237279;176237291
chr4;913028;1913051
chrX_jh806587_fix;1853469;2853471
chr3;94879696;95879688
chrY;52059880;53059869
chr14;85383986;86383997
chr7;37497522;38497532
chr2;222266900;223266900
chrX;10175347;11175330
chr8;65134480;66134491
chr5;142430022;143430035
chrY;19912207;20912221
chr18;39218792;40218795
chr16;47506648;48506674
chr3;189065323;190065331
chr1;81331209;82331199
chr19;48386705;49386695
chr11;19739896;20739923
chr7;11972917;12972909
chr1;180797220;181797167
chr8;100001733;101001752
chr11;52211291;53211282
chr5;85744166;86744183
chr8;112030544;113030571
chr3;81094827;82094839
chr2;199304533;200304561
chr17;70342401;71342388
chr4;80955344;81955385
chr7;9645859;10645862
chr6;12804243;13804235
chr5;102024945;103024952
chr9;98609380;99609364
chr20;59574015;60574033
chr6_mcf_hap5;133436;1133435
chr15;58840707;59840694
chr11;105284442;106284473
chr18;46200826;47200828
chr3;154942147;155942198
chr4;26173023;27173004
chr6;53545226;54545223
chr14;11280214;12280211
chr10;96366634;97366660
chr4;50784013;51783961
chr19;19500873;20500871
chrX;91961825;92961855
chr2;22658959;23658950
chrY;49371081;50371037
chr13;69394268;70394290
chr5;37166507;38166511
chrX;153473179;154473169
chr3;58281056;59281085
chr12;57154304;58154312
chr6;158682369;159682407
chr2;44730522;45730534
chr2;131402955;132402930
chrX;89324543;90324535
chr11;47182532;48182521
chr17;17303532;18303535
chr3;121863864;122863814
chr11;115508970;116508988
chr2;94707874;95707870
chr11;7721198;8721189
chr11;29192174;30192152
chr19;7272889;8272909
chr1;4360025;5360017
chr20;59975062;60975076
chr1;197265641;198265605
chr3;17009873;18009870
chrX;68845096;69845075
chr17;78221063;79221087
chrX;25378721;26378715
chr18;72248992;73248955
chr10;58159649;59159633
chr5;152051203;153051256
chr12;98542648;99542635
chr17;68750423;69750440
chr17;1258096;2258132
chr7;74965155;75965163
chrY;48786014;49786040
chr7;138851507;139851497
chr15;14055488;15055482
chr17;59574422;60574414
chr12;74637790;75637819
chr18;55647021;56647008
chr2;74780660;75780649
chr1;14636306;15636295
chr1;193750974;194750978
chr7;52098844;53098845
chr9;139802965;140802962
chr1;83121613;84121627
chr5;104630460;105630472
chr3;157837717;158837727
chr17;52329240;53329300
chrX;19164491;20164479
chr2;90871800;91871812
chr13;108189544;109189584
chr12;74191439;75191433
chr11;57206141;58206158
chr15;47972923;48972935
chr16;48673949;49673943
chr3;106963728;107963769
chr10;28498042;29498046
chr4;126393420;127393439
chr17;7190395;8190367
chr11;84261236;85261222
chr16;2094788;3094783
chr6;73108494;74108509
chr2;61944155;62944154
chr1;132475118;133475134
chr1;44470127;45470139
chr16;58959311;59959339
chr10;118985778;119985783
chr3;143163107;144163079
chr11;124120234;125120216
chrX;58187479;59187501
chr10;28154127;29154108
chr17_ctg5_hap1;342794;1342800
chr8;99081310;100081305
chr2;22639810;23639841
chr5;79154409;80154381
chr1;166140077;167140050
chrX;75661751;76661749
chr5;142040200;143040239
chr16;66259692;67259697
chr17;3111078;4111108
chr10;99244474;100244414
chr4;129505359;130505335
chr8;97322932;98322919
chrX;89895058;90895063
chr16;86432533;87432515
chrX;122049645;123049639
chr22;49023530;50023542
chr7;107434455;108434429
chr15;94140044;95140034
chr6;89758785;90758772
chr6;56470172;57470174
chr16;3784641;4784670
chrY;26627727;27627697
chr8;99969775;100969793
chr4;154807446;155807447
chr8;62038857;63038845
chr20;6074193;7074211
chr13;107262446;108262443
chr13;112463664;113463636
chr22;47786501;48786506
