chr;x0;x1;y1
chr22;25409235;30491081.8;6.51175480443053
chr22;30491081.8;35572928.6;6.55312963756733
chr22;35572928.6;40654775.4;0.122504863073118
chr22;40654775.4;45736622.2;8.4338106138166
chr22;45736622.2;50818469;6.42004164929967
chrX;1;15604090.5;1.4416871815687
chrX;15604090.5;31208180;0.0542614401318133
chrX;31208180;46812269.5;6.32326033387799
chrX;46812269.5;62416359;7.60924408275168
chrX;62416359;78020448.5;6.52840840844437
chrX;78020448.5;93624538;5.43274578752462
chrX;93624538;109228627.5;2.12306499809492
chrX;109228627.5;124832717;4.40855978534091
chrX;124832717;140436806.5;6.3202893108828
chrX;140436806.5;156040896;8.06344111254439
chrY;1;5722742.5;6.58453654653858
chrY;5722742.5;11445484;0.212901784270071
chrY;11445484;17168225.5;8.23591344589367
chrY;17168225.5;22890967;4.3052477808902
chrY;22890967;28613708.5;4.05586308413185
chrY;28613708.5;34336450;7.79773136030417
chrY;34336450;40059191.5;7.59634551240597
chrY;40059191.5;45781933;5.42086129852105
chrY;45781933;51504674.5;6.49126097699627
chrY;51504674.5;57227416;5.99134326993953
