chr;start;end
chr2L;13554586;13558418.2681712
chr2L;19449480;19451511.7291455
chr2L;16967677;16968817.2825365
chr2L;18050890;18054386.7216698
chr2L;23075004;23079548.7831951
chr2L;574677;576796.383133438
chr2L;10287357;10290586.4926006
chr2L;13475909;13478363.0280657
chr2L;3968562;3973337.94258974
chr2L;2729023;2730805.46447812
chr2L;10798060;10801327.481044
chr2L;21750633;21754945.2172318
chr2L;17145195;17148311.8047437
chr2L;8954048;8956658.40676554
chr2L;10850792;10854801.6052064
chr2L;5942032;5943013.82807107
chr2L;5732885;5735217.50996751
chr2L;13793847;13795983.6250565
chr2L;532004;536119.072385654
chr2L;2031536;2033297.21775102
chr2L;17517078;17521756.9969795
chr2L;23426814;23429298.8070461
chr2L;11923262;11926546.0634311
chr2L;3640909;3643892.69324296
chr2L;5103481;5103689.93227153
chr2L;12534860;12535021.5981925
chr2L;2593533;2596682.73596815
chr2L;19751582;19753880.8429352
chr2L;3928872;3930004.60208898
chr2L;18765226;18766373.2157617
chr2L;17771153;17772383.481381
chr2L;13303382;13305208.9484853
chr2L;7671352;7676098.81197182
chr2L;14758817;14763238.5018061
chr2L;18761565;18762845.1038174
chr2L;22540091;22541563.4914743
chr2L;9828159;9832721.86274086
chr2L;14858381;14860758.0920829
chr2L;3376750;3380681.20136062
chr2L;3735306;3736182.32382728
chr2L;9976327;9978629.1807596
chr2L;2017478;2018744.87853275
chr2L;9554262;9554359.38566407
chr2L;19093054;19097829.4881308
chr2L;6617020;6618069.62577136
chr2L;1180466;1184428.41236745
chr2L;16297742;16302590.8393493
chr2L;19566206;19566531.9994671
chr2L;21309828;21310959.2892187
chr2L;569111;571347.224688085
chr2L;16612943;16613525.3298036
chr2L;20291646;20292890.8435154
chr2L;4133070;4133587.78428953
chr2L;13262360;13266275.3289766
chr2L;4977143;4979136.73271316
chr2L;5432967;5436676.238499
chr2L;20759539;20764052.2386008
chr2L;13518745;13519540.3018833
chr2L;18530777;18531867.7827667
chr2L;13792588;13792977.5044673
chr2L;21991607;21996162.3279638
chr2L;21669201;21672704.4536487
chr2L;1283226;1283737.53414824
chr2L;11885460;11885562.4362636
chr2L;11568388;11572313.4528746
chr2L;21548670;21552905.4875533
chr2L;16498711;16500194.5858838
chr2L;16449138;16451044.4853341
chr2L;20574906;20578022.1227933
chr2L;4484817;4489010.73843899
chr2L;22014775;22017910.3695876
chr2L;19180078;19183296.6994458
chr2L;14959060;14961432.6763808
chr2L;14277907;14280825.4669256
chr2L;21519210;21520375.7310834
chr2L;18042467;18047293.6334991
chr2L;3737539;3738906.60117562
chr2L;15370048;15370949.7598647
chr2L;23258522;23259646.2191622
chr2L;7138879;7140823.77845539
chr2L;17024169;17026836.666189
chr2L;23130620;23132208.925869
chr2L;5281210;5285968.57620716
chr2L;5049930;5054436.69125237
chr2L;7065901;7066516.91252433
chr2L;20723976;20725374.4713106
chr2L;1425918;1426990.57238923
chr2L;95304;95535.3379939663
chr2L;17818423;17822518.7087076
chr2L;23140473;23143019.9511475
chr2L;23224874;23226991.1410805
chr2L;13122060;13123910.8669503
chr2L;18042484;18043637.8851795
chr2L;16206086;16208790.7669649
chr2L;6539125;6541792.33251913
chr2L;322774;324539.20224628
chr2L;16177890;16178672.1615154
chr2L;21024122;21028850.0463751
chr2L;5981399;5983860.20431312
chr2L;19507210;19507981.8553748
chr2L;1307301;1307646.99606458
chr2L;1908111;1912341.45161969
chr2L;18575928;18580470.1716079
chr2L;16545480;16546924.480283
chr2L;9747924;9751362.31786837
chr2L;13478983;13481535.4685879
chr2L;18706844;18707032.847578
chr2L;16259128;16259728.1698024
chr2L;6425347;6428538.12060507
chr2L;8819;9207.54974961521
chr2L;14455992;14458487.8577795
chr2L;6906640;6908210.35058175
chr2L;12664245;12665596.5049424
chr2L;759694;760640.575965677
chr2L;239475;240449.57822528
chr2L;20659697;20664301.4310588
chr2L;19626083;19627745.464833
chr2L;4907027;4911150.6090361
chr2L;802347;802868.178460974
chr2L;13636383;13640120.7857366
chr2L;1046928;1050669.88674532
chr2L;4653546;4655007.30026622
chr2L;1570829;1573741.97465882
chr2L;12569199;12570684.7379055
chr2L;3542722;3545419.09619418
chr2L;13110709;13110924.1853392
chr2L;2306458;2306671.26727823
chr2L;9429907;9429980.17145969
chr2L;3035605;3036888.16599557
chr2L;16621803;16624652.1151833
chr2L;19674001;19677177.1178831
chr2L;23297981;23300487.4362448
chr2L;16930632;16932364.3330919
chr2L;4940684;4941003.60319482
chr2L;14155318;14155751.4676902
chr2L;1471449;1472216.60696824
chr2L;21283980;21286083.0905234
chr2L;9729863;9730086.81394479
chr2L;18200633;18203037.4139863
chr2L;8880994;8883607.65881398
chr2L;15455583;15459334.081586
chr2L;13787495;13787567.916602
chr2L;21733726;21737079.4264692
chr2L;19292829;19296341.4288853
chr2L;13276044;13280151.8364979
chr2L;12690942;12693948.3120359
chr2L;17052276;17053972.1563142
chr2L;14372179;14376883.8742856
chr2L;10470634;10471242.5087596
chr2L;8290943;8293000.90855414
chr2L;16459310;16462612.9121157
chr2L;9005988;9007602.03343009
chr2L;775532;776756.650285926
chr2L;7711116;7711710.58876661
chr2L;1108069;1110546.05160922
chr2L;4246216;4247919.33085679
chr2L;14113722;14117157.3353018
chr2L;7012260;7017022.5540525
chr2L;10194420;10198010.2488087
chr2L;4043946;4044044.01875734
chr2L;15359973;15361839.6069197
chr2L;9771667;9774442.2568326
chr2L;22216248;22220774.8920654
chr2L;6636156;6638579.71175347
chr2L;10415958;10418410.2088638
chr2L;9464699;9468656.25832505
chr2L;22457908;22459490.2805772
chr2L;2590803;2594280.80385435
chr2L;14825633;14829641.0923916
chr2L;7616953;7620129.22332315
chr2L;13704461;13706628.3870112
chr2L;1282301;1284597.55793327
chr2L;22965504;22966092.1152853
chr2L;888939;890174.427483212
chr2L;432972;433286.072039068
chr2L;5927400;5928321.30948522
chr2L;7746606;7747996.25524242
chr2L;6333251;6333412.69582091
chr2L;6711010;6712881.0601955
chr2L;2191784;2192026.74446618
chr2L;3714547;3719376.42434269
chr2L;8198366;8201277.48432163
chr2L;8968875;8973139.62945236
chr2L;20743518;20744432.6604575
chr2L;14457510;14461773.8418542
chr2L;7951847;7954636.93275933
chr2L;21110887;21111209.4028944
chr2L;7610298;7610440.00376242
chr2L;10167091;10169874.9681816
chr2L;20673583;20676809.6492746
chr2L;18467101;18468873.9323739
chr2L;1857423;1860553.88472412
chr2L;10023321;10027227.7599234
chr2L;20346550;20350732.5519265
chr2L;16814509;16816226.5462606
chr2L;10939295;10941959.0655338
chr2L;9122415;9125259.84727069
chr2L;20879815;20884343.0112651
chr2L;16810664;16810687.9902039
chr2L;4655518;4658118.02025353
chr2L;16224497;16228390.6237735
chr2L;5230761;5233332.3726813
chr2L;1654801;1658352.51825751
chr2L;9017954;9021810.43773764
chr2L;9048712;9053231.57468404
chr2L;14554462;14556693.2448079
chr2L;10505233;10505854.5297756
chr2L;19791583;19793355.523035
chr2L;515198;517401.378477556
chr2L;5541484;5543267.32179316
chr2L;19569079;19573762.1408672
chr2L;18830060;18832217.7669983
chr2L;3043066;3047347.25206521
chr2L;15910328;15912446.3606013
chr2L;8203782;8206006.95817003
chr2L;19061294;19064492.8268416
chr2L;22504244;22505186.8288938
chr2L;6229999;6232498.21363884
chr2L;8727095;8731441.41549972
chr2L;2943154;2945072.99636047
chr2L;13148542;13149442.3646845
chr2L;22166555;22171124.8635321
chr2L;11294637;11296327.5594937
chr2L;17722315;17725071.740725
chr2L;4042126;4043848.67775652
chr2L;3263989;3264704.55023316
chr2L;8329968;8330684.75187037
chr2L;14482930;14486307.6451411
chr2L;10801437;10803934.7063156
chr2L;5037035;5040215.31419107
chr2L;13364187;13366582.7042349
chr2L;15894543;15894707.623681
chr2L;7553064;7555344.5511352
chr2L;16578784;16581988.7235789
chr2L;21109989;21111288.6689901
chr2L;14796097;14796848.4907469
chr2L;21683276;21687333.1974918
chr2L;14201211;14203903.0932493
chr2L;2567627;2569973.10655109
chr2L;15904576;15907271.3688175
chr2L;1670950;1674176.10592698
chr2L;18476517;18477018.8909058
chr2L;7739274;7741681.86258998
chr2L;16263915;16264883.3002029
chr2L;19274121;19278369.8936287
chr2L;6305544;6307326.1079174
chr2L;15695748;15700198.8330685
chr2L;5677738;5681939.85104056
chr2L;7927374;7931873.4893187
chr2L;7557883;7559561.77220719
chr2L;13704355;13706328.8315877
chr2L;974236;976957.608447938
chr2L;22052951;22057471.3332586
chr2L;15077901;15081199.7024819
chr2L;3635117;3635427.95031539
chr2L;10595540;10597434.0959132
chr2L;22815903;22818212.5768583
chr2L;17437566;17438921.8746032
chr2L;16921130;16922265.4728174
chr2L;4646329;4649565.896397
chr2L;1098789;1099432.92659346
chr2L;23101564;23104556.4716861
chr2L;11350311;11350705.1999919
chr2L;19230607;19235059.1055753
chr2L;9397573;9399147.84711814
chr2L;20522406;20522768.1299494
chr2L;19951202;19954900.5039775
chr2L;16517356;16518538.2025615
chr2L;22736926;22738169.8844679
chr2L;16053456;16054014.3438482
chr2L;11076743;11081469.4892113
chr2L;22661143;22662645.7618265
chr2L;3040075;3040167.21029001
chr2L;3874776;3878021.77671816
chr2L;15336454;15336773.055409
chr2L;1476662;1479997.42435711
chr2L;13277747;13279468.1776895
chr2L;12834199;12834328.0123842
chr2L;7396307;7399774.99703645
chr2L;19199643;19200056.4148507
chr2L;9383585;9386725.57525207
chr2L;14859923;14860247.8083185
chr2L;22998779;23000903.3734491
chr2L;22167134;22170124.813167
chr2L;12285465;12287213.3247464
chr2L;4143223;4144004.24107698
chr2L;10800476;10805004.8411213
chr2L;15528435;15529208.1631464
chr2L;9895982;9899031.54189861
chr2L;15776312;15779451.3214768
chr2L;3078760;3082333.88884492
chr2L;7625648;7630279.23628758
chr2L;19391999;19393091.1785825
chr2L;4535874;4537054.10270377
chr2L;21573505;21576695.3621954
chr2L;8237704;8241997.87546943
chr2L;22921179;22922098.8004447
chr2L;22588858;22592665.7857292
chr2L;8293490;8296757.09090407
chr2L;17820200;17823728.2450329
chr2L;604834;607924.095476922
chr2L;7721638;7725559.47078303
chr2L;4005458;4008082.13344131
chr2L;14477854;14480805.589243
chr2L;21032886;21034446.0770855
chr2L;16433302;16434392.8332846
chr2L;8858893;8859393.61754098
chr2L;632392;636768.798390154
chr2L;20143006;20145916.1406382
chr2L;13288477;13289815.9062603
chr2L;6239606;6243907.07340863
chr2L;9441061;9443032.21892905
chr2L;8790775;8793357.06381696
chr2L;722234;726946.684187377
chr2L;19500138;19502086.3052853
chr2L;2681692;2685223.79786632
chr2L;18657973;18658568.8151745
chr2L;13620915;13621858.4910469
chr2L;12920359;12921005.0682406
chr2L;12063999;12067207.660862
chr2L;10597593;10598216.7460463
chr2L;2044442;2045807.46105828
chr2L;16541667;16545336.9107731
chr2L;13712453;13714416.984491
chr2L;12273453;12276184.346529
chr2L;8007075;8011139.5730435
chr2L;209341;211326.64307693
chr2L;20541281;20544224.7765029
chr2L;7094634;7098609.90086452
chr2L;8130404;8132644.93031967
chr2L;14712815;14715809.298746
chr2L;5207718;5210864.07891172
chr2L;8953750;8956379.23672534
chr2L;983140;987856.28677661
chr2L;23320001;23321394.5893117
chr2L;4012031;4012767.96441277
chr2L;20290750;20292017.4965514
chr2L;12979872;12981108.0076549
chr2L;18138065;18138411.8969337
chr2L;19798272;19802636.637532
chr2L;8077507;8081515.90906538
chr2L;3719642;3720858.50184933
chr2L;13389698;13390160.3853822
chr2L;14625569;14626031.5458574
chr2L;11239469;11240921.5582836
chr2L;18043641;18047617.3461593
chr2L;19918011;19919167.256059
chr2L;7258068;7258843.88473268
chr2L;15543427;15548024.9875732
chr2L;21708292;21710805.2909852
chr2L;12088706;12089025.9290259
chr2L;11803173;11803676.2909351
chr2L;15723801;15726855.1375774
chr2L;23219224;23219641.2279713
chr2L;7630848;7635193.69781254
chr2L;16442238;16446112.441926
chr2L;16277927;16279809.3700069
chr2L;3192300;3193929.7108158
chr2L;20458944;20462478.5692987
chr2L;19998413;20002553.6545564
chr2L;11632673;11636092.5488654
chr2L;8590126;8591870.41205102
chr2L;17580421;17583261.4453561
chr2L;57506;60570.6175506522
chr2L;17126052;17130601.7638271
chr2L;10578352;10581152.1630638
chr2L;2467811;2469026.98330055
chr2L;7815762;7817468.72750417
chr2L;13983540;13986145.3146994
chr2L;3543233;3547735.82496864
chr2L;3947196;3947514.63565942
chr2L;17251349;17255135.1188506
chr2L;9016555;9019356.52113435
chr2L;10502348;10502631.0210073
chr2L;14950283;14954831.7854091
chr2L;5326927;5330093.1919188
chr2L;4086137;4089644.81259059
chr2L;3885302;3887606.70580987
chr2L;4229848;4234106.35069046
chr2L;9124430;9126179.27516363
chr2L;11094762;11094998.9370376
chr2L;3991844;3994420.06907526
chr2L;2573605;2575003.71100779
chr2L;19569340;19569952.9365422
chr2L;22828508;22829608.4087837
chr2L;4221199;4223289.26399876
chr2L;17752841;17756410.7828594
chr2L;7316637;7320375.8181566
chr2L;7411039;7415409.4974329
chr2L;11079323;11081043.2986566
chr2L;10514393;10514784.3005549
chr2L;20060058;20063783.1434055
chr2L;17647873;17648148.3071883
chr2L;12932728;12933747.3093022
chr2L;16066717;16069072.8452102
chr2L;3569635;3571894.5938521
chr2L;5099466;5103780.66386052
chr2L;14946884;14949965.5193267
chr2L;1962417;1963890.83767091
chr2L;12261123;12264484.4048329
chr2L;7664829;7666802.88898469
chr2L;18066543;18067501.6749965
chr2L;7416143;7418339.34545396
chr2L;19612325;19615371.8372487
chr2L;18645878;18648851.3295552
chr2L;474096;478607.911520685
chr2L;20818467;20822489.4507324
chr2L;1242973;1245800.66373364
chr2L;15657785;15662064.9878307
chr2L;19593642;19597808.2601904
chr2L;19736760;19740246.6289428
chr2L;12196894;12197022.0215854
chr2L;15031237;15035388.980069
chr2L;13548110;13548298.5537003
chr2L;4669314;4672505.25176757
chr2L;7233266;7233293.84486551
chr2L;19974441;19976749.7779982
chr2L;19457927;19460870.8234768
chr2L;13009329;13011854.9056283
chr2L;295505;298249.427331003
chr2L;13759367;13762690.7511838
chr2L;23087858;23092177.1664981
chr2L;18209619;18212225.9280499
chr2L;17583779;17584400.0440835
chr2L;8078345;8079663.4685037
chr2L;16521900;16522569.4040049
chr2L;8956846;8960195.10823521
chr2L;12139701;12140309.955741
chr2L;9112172;9115832.31247345
chr2L;3878737;3879997.85405386
chr2L;4302614;4306898.56351691
chr2L;1001045;1002310.53473302
chr2L;12872566;12876535.1458378
chr2L;7083980;7086753.92964073
chr2L;5765919;5770568.02079057
chr2L;11399258;11401893.6192609
chr2L;20576036;20576524.2125509
chr2L;7050644;7053225.37910048
chr2L;13505247;13505634.5669149
chr2L;18783920;18788661.7985384
chr2L;15421964;15423529.5460731
chr2L;9547012;9549204.64350666
chr2L;9319720;9320982.21995184
chr2L;23165917;23166492.1151426
chr2L;2586800;2587139.4980294
chr2L;15645127;15647077.5561446
chr2L;2885387;2885939.41712987
chr2L;8759298;8763020.30067901
chr2L;7480189;7484857.40085971
chr2L;12544446;12548897.7587343
chr2L;13171775;13174983.5685027
chr2L;21011740;21015852.2155736
chr2L;13231909;13234362.7063589
chr2L;23183729;23188473.9257785
chr2L;847448;848163.757753379
chr2L;11405961;11409593.7586326
chr2L;365444;367765.151467258
chr2L;6201023;6202430.25166399
chr2L;2170182;2170337.01935464
chr2L;20195419;20197796.2839787
chr2L;2653751;2656751.88163591
chr2L;12631808;12631919.0089862
chr2L;16822512;16825997.6564059
chr2L;19255546;19258271.6693009
chr2L;17040176;17040900.0702475
chr2L;19568900;19570203.8297431
chr2L;20505177;20509991.3189139
chr2L;8165638;8168326.23415633
chr2L;7520504;7522856.74515011
chr2L;12644370;12647503.033816
chr2L;5187857;5192445.9246041
chr2L;1136737;1140442.96782628
chr2L;10798581;10799195.0239295
chr2L;20282730;20287169.3811985
chr2L;17320792;17324806.857759
chr2L;22619636;22623412.787462
chr2L;2134453;2135270.17644467
chr2L;20558016;20560398.3483793
chr2L;153978;155588.663732362
chr2L;3123809;3127831.05403738
chr2L;19867189;19870195.1306592
chr2L;11465321;11466837.6403303
chr2L;15538687;15543321.8391794
chr2L;4153024;4154517.42070016
chr2L;2029096;2030726.95058332
chr2L;2531111;2532715.80079445
chr2L;5172824;5177449.54122443
chr2L;1998563;1998816.14553801
chr2L;22632884;22637340.6408246
chr2L;6553358;6557947.65930557
chr2L;972216;972817.911161949
chr2L;1227395;1228520.60850649
chr2L;3434228;3437655.47744496
chr2L;8241173;8242817.10450956
chr2L;7893608;7894214.15554353
chr2L;11579067;11580714.1598447
chr2L;13483562;13484980.3401992
chr2L;15219220;15221605.8706243
chr2L;15448328;15450482.2805184
chr2L;20852411;20853779.1913594
chr2L;5536971;5539728.55823205
chr2L;22853567;22856610.6442705
chr2L;15189178;15193459.2293403
chr2L;20944562;20946701.6590792
chr2L;6905043;6907744.78279392
chr2L;10199535;10200253.033319
chr2L;22984362;22987623.3644091
chr2L;4336189;4339120.42722075
chr2L;20604303;20605950.9735504
chr2L;18408043;18410239.6870687
chr2L;3297367;3301821.71503995
chr2L;16570095;16574688.6540693
chr2L;952383;953684.189732884
chr2L;11460952;11461558.3532752
chr2L;22797992;22801636.9040367
chr2L;9937775;9938210.58961229
chr2L;14408615;14411688.0077077
chr2L;18614622;18617966.5679087
chr2L;1946027;1947420.01365612
chr2L;625193;628179.23264981
chr2L;21495216;21497470.8564048
chr2L;5269351;5273741.66490154
chr2L;1252981;1257590.63922856
chr2L;10280583;10284457.5890031
chr2L;9310678;9311856.17607125
chr2L;13776242;13780988.2415876
chr2L;16739650;16741753.2203255
chr2L;14013819;14017450.6494032
chr2L;10068446;10071936.8470352
chr2L;18384752;18388208.7833722
chr2L;12582240;12582827.6915063
chr2L;12556068;12558907.5123642
chr2L;4233850;4238260.98684914
chr2L;18557322;18558566.6939668
chr2L;15377484;15378370.6663674
chr2L;7246702;7251319.2313688
chr2L;9909838;9914326.38069602
chr2L;11159904;11164006.5902328
chr2L;2121155;2124587.18782294
chr2L;16346788;16350317.7799437
chr2L;14838307;14842291.1977308
chr2L;18018617;18020693.8285791
chr2L;10107226;10111467.4484391
chr2L;7687011;7687984.59288979
chr2L;20634112;20637726.1465991
chr2L;10450607;10455228.7851949
chr2L;12223479;12224280.8995023
chr2L;18509509;18511414.6675923
chr2L;6590379;6593390.30980755
chr2L;11071191;11073987.9903424
chr2L;22250534;22253588.834677
chr2L;22833052;22837319.2923252
chr2L;14375304;14379978.7071606
chr2L;23466100;23468605.6412403
chr2L;4007970;4009844.12667634
chr2L;9571483;9574378.81645467
chr2L;13491262;13493530.7865239
chr2L;13086090;13087347.3639001
chr2L;8978206;8981538.71489649
chr2L;15587235;15591604.0304314
chr2L;14569686;14572615.6724213
chr2L;8512360;8515654.42842743
chr2L;4698034;4699539.60225994
chr2L;130487;134782.854509813
chr2L;999853;1003183.20475943
chr2L;17057974;17062209.4341587
chr2L;11777214;11779060.1365909
chr2L;2935164;2937070.82862664
chr2L;22855364;22856261.2892348
chr2L;16857484;16859809.6039155
chr2L;15426420;15427866.8440723
chr2L;7646111;7646342.34570967
chr2L;15136425;15138827.7728971
chr2L;756088;756510.983826391
chr2L;2122420;2126477.13344371
chr2L;20859858;20863148.3378068
chr2L;8929388;8933745.56921423
chr2L;14188660;14189038.9323256
chr2L;6502227;6502261.96986114
chr2L;7155287;7160059.74131661
chr2L;15814002;15817820.2975633
chr2L;11893953;11895166.8815111
chr2L;13936022;13940216.6101547
chr2L;20062792;20064066.8986554
chr2L;17312029;17312937.8616895
chr2L;322975;326291.865824454
chr2L;2754133;2756343.59104657
chr2L;12708055;12708664.1316759
chr2L;19651342;19654065.1954448
chr2L;10807952;10808953.276133
chr2L;16876990;16877893.2909357
chr2L;2646944;2647624.44171623
chr2L;16120335;16125045.2945154
chr2L;13670693;13672527.4469272
chr2L;15824146;15824585.178379
chr2L;17447890;17452703.4938527
chr2L;21518399;21522916.7428269
chr2L;4798504;4802207.39638017
chr2L;8861918;8862005.49445324
chr2L;13247550;13251252.3737397
chr2L;16490500;16490891.455508
chr2L;7739816;7740566.19627848
chr2L;794480;797462.868124112
chr2L;3880583;3880809.01384247
chr2L;1698157;1701759.8970028
chr2L;20196697;20200842.1868826
chr2L;13511638;13514432.7626291
chr2L;19663036;19667344.0399862
chr2L;10289503;10291007.6837352
chr2L;13785628;13789096.8651415
chr2L;13627103;13627676.2433442
chr2L;20104111;20108034.3526387
chr2L;20579553;20580527.8181777
chr2L;4788328;4792996.8780266
chr2L;12365019;12368113.5549894
chr2L;18595984;18599482.6665743
chr2L;11442492;11444013.3471699
chr2L;6775897;6777821.48815866
chr2L;20843674;20845543.2571103
chr2L;7352419;7353248.3953038
chr2L;18370285;18371308.8988222
chr2L;5950338;5955022.52110824
chr2L;6685349;6689830.02410386
chr2L;20181116;20185723.3880531
chr2L;7652687;7657518.29326885
chr2L;18774060;18776152.0873668
chr2L;11214033;11216414.0992726
chr2L;14393383;14397057.7764113
chr2L;2598298;2600213.08333428
chr2L;14469214;14473840.5824361
chr2L;19113396;19113758.5347609
chr2L;9944837;9948951.59649342
chr2L;6219138;6220042.43790592
chr2L;2915440;2919627.6683873
chr2L;21449780;21453439.8190543
chr2L;16543004;16546323.6616696
chr2L;21566141;21568171.04808
chr2L;15693847;15695806.5464603
chr2L;11116545;11117212.8936965
chr2L;8963376;8967989.01702812
chr2L;13136910;13139341.0447503
chr2L;20112008;20114716.1023416
chr2L;9886009;9890553.16845061
chr2L;20821988;20822561.0508365
chr2L;7626161;7628140.29831266
chr2L;21311046;21314575.7563992
chr2L;23502130;23505923.2700789
chr2L;6978169;6978321.52283465
chr2L;21772001;21776381.652459
chr2L;3157877;3160667.20205488
chr2L;2213625;2217761.40178168
chr2L;10353449;10357898.1691358
chr2L;11923716;11925156.9824011
chr2L;23425282;23427067.9669043
chr2L;7713394;7715771.63435576
chr2L;1306070;1309331.42727616
chr2L;23302268;23304242.6182104
chr2L;11365389;11368642.5058963
chr2L;18540125;18544003.1260608
chr2L;12000952;12004716.7852061
chr2L;8676826;8679617.98014141
chr2L;18882879;18885560.2309478
chr2L;4253514;4257839.20861904
chr2L;13984603;13988000.0602911
chr2L;15262656;15267242.9773331
chr2L;5031890;5036180.08803404
chr2L;5409097;5411003.49777027
chr2L;14359397;14361352.0777937
chr2L;18806939;18807187.5233329
chr2L;20323348;20326999.5958452
chr2L;18158073;18160062.7423797
chr2L;8597563;8601669.10534803
chr2L;17490161;17494922.7832891
chr2L;6436334;6439749.07611287
chr2L;4559625;4561460.56724242
chr2L;16625794;16626343.5202286
chr2L;5384995;5388394.65837751
chr2L;20796033;20799369.1285548
chr2L;6511442;6515937.65756598
