chr;start;end
chr1;26422780;26433226.9876766
chr1;90486275;90497880.2222305
chr1;18808206;18816129.9275946
chr1;223606505;223615145.823142
chr1;34784252;34791357.6444359
chr1;274836994;274838590.21671
chr1;282728087;282728810.902525
chr1;158270931;158286725.77065
chr1;177270188;177275335.891627
chr1;87834601;87850135.1177093
chr1;109880657;109894446.499034
chr1;195959252;195969453.235972
chr1;121223495;121226801.233517
chr1;167040486;167044568.713848
chr1;278099877;278103124.55955
chr1;65978696;65986196.0040584
chr1;266023911;266030800.888345
chr1;27687393;27698129.966134
chr1;278772399;278776103.475524
chr1;140818448;140822062.162782
chr1;190712488;190719742.141
chr1;134675746;134683017.695739
chr1;82972644;82989333.7885222
chr1;78921700;78930459.1143634
chr1;111787966;111790625.720658
chr1;233242662;233253019.202019
chr1;173369461;173378001.37528
chr1;245128726;245132017.403555
chr1;109825704;109827443.645554
chr1;143084684;143101210.782282
chr1;140845900;140858446.921107
chr1;3009360;3013830.5744197
chr1;124985757;124989990.520846
chr1;228734403;228738745.892161
chr1;180109201;180111622.777012
chr1;288403085;288403973.921703
chr1;87642061;87648781.1090066
chr1;210930752;210935490.611289
chr1;199573006;199585394.592189
chr1;119691628;119701937.007018
chr1;258165598;258170156.538741
chr1;279638983;279653789.327141
chr1;164200190;164200656.195547
chr1;160691910;160708719.446633
chr1;231843567;231856559.99073
chr1;93121424;93136960.7653826
chr1;283651232;283667297.068077
chr1;29554505;29571332.5467541
chr1;100769666;100777506.736274
chr1;144019891;144021303.04045
chr1;188656114;188666228.085195
chr1;250337185;250353519.059456
chr1;106313889;106318330.886001
chr1;61818785;61825582.175261
chr1;89505060;89517498.4661691
chr1;202136702;202141566.80675
chr1;50940704;50942342.0806241
chr1;236065099;236078533.158332
chr1;85706844;85716494.4493925
chr1;219521985;219531816.009507
chr1;164502920;164513787.134924
chr1;56251310;56258043.1405385
chr1;34810116;34816002.1940516
chr1;275013432;275023047.384488
chr1;96442788;96449903.7204167
chr1;137224239;137238649.038524
chr1;54601561;54614580.2522687
chr1;172565987;172568794.948619
chr1;214112317;214118322.964449
chr1;119509387;119520663.461588
chr1;48762712;48765730.7052693
chr1;254530895;254539048.08522
chr1;106722131;106735989.467674
chr1;39865851;39867170.0073844
chr1;203903721;203915214.90211
chr1;138915044;138927654.78509
chr1;244400010;244407145.624159
chr1;110592256;110601551.825783
chr1;168277841;168281825.104822
chr1;231600547;231602172.067271
chr1;246462450;246470244.671513
chr1;168787047;168796774.808662
chr1;76042997;76045081.4286963
chr1;255143876;255144639.036467
chr1;220473897;220481077.626217
chr1;7547133;7564141.98166206
chr1;51328122;51328972.415814
chr1;221060641;221072724.512998
chr1;11314927;11327326.008998
chr1;106242000;106247621.381308
chr1;140414749;140427517.077093
chr1;43562641;43571509.1144772
chr1;141279921;141295306.422373
chr1;74083765;74095892.663877
chr1;131446280;131450580.909917
chr1;268747061;268749402.277014
chr1;269508243;269511667.965163
chr1;2107952;2112891.68818914
chr1;105192718;105196763.932625
chr1;66031404;66035814.1932784
chr1;21981233;21991007.895157
chr1;80084890;80086904.3808446
chr1;107110134;107112576.850089
chr1;112722008;112727551.58039
chr1;108955123;108963043.47528
chr1;165096563;165107612.297219
chr1;284764602;284776211.970192
chr1;30607150;30620683.2984951
chr1;180772933;180776302.530462
chr1;76714472;76727885.4664606
chr1;227614007;227622838.76708
chr1;183970092;183973859.038321
chr1;45083691;45099877.76384
chr1;109169390;109182102.88326
chr1;288294890;288298364.759157
chr1;255641155;255652451.289742
chr1;193638583;193647497.81684
chr1;247927037;247928001.131697
chr1;61029772;61030346.563967
chr1;176142475;176149158.424437
chr1;125704200;125709658.822424
chr1;234531722;234534871.954342
chr1;97453030;97464851.3038657
chr1;239517696;239531656.377774
chr1;16740932;16749710.3839537
chr1;175833032;175847969.093746
chr1;108398696;108399046.29187
chr1;94852550;94862822.0713699
chr1;207249359;207253610.339952
chr1;200632156;200635292.331193
chr1;189848499;189861876.351519
chr1;105870516;105879869.405413
chr1;193975093;193979050.118712
chr1;15938620;15941242.97869
chr1;111733924;111740279.276727
chr1;258090952;258102286.624722
chr1;70114733;70125927.0922978
chr1;232616983;232625940.922318
chr1;89399154;89414718.9127535
chr1;209285851;209292618.337578
chr1;224038055;224046451.529567
chr1;143398467;143405236.914667
chr1;218482929;218497567.872699
chr1;197490243;197495384.210717
chr1;271493894;271505667.07018
chr1;51414396;51414873.1931465
chr1;175788017;175802744.796439
chr1;263984977;263993506.433167
chr1;85796256;85798845.669451
chr1;222252399;222254923.413552
chr1;143889531;143890032.898446
chr1;206205882;206222830.278736
chr1;280701552;280707867.231627
chr1;284253999;284265227.281454
chr1;172444337;172457586.173476
chr1;3629478;3634871.87974425
chr1;3568076;3578091.7785748
chr1;22186341;22202952.0014799
chr1;187346324;187347849.286471
chr1;234325143;234327703.729986
chr1;88066667;88073379.0851997
chr1;26777744;26787249.240939
chr1;80549586;80565175.3597095
chr1;183434833;183442928.593924
chr1;192352774;192360728.204306
chr1;171740030;171741972.255899
chr1;255835007;255836948.902191
chr1;110191117;110195859.731546
chr1;218288452;218296039.727842
chr1;87830832;87838763.3514647
chr1;85978377;85981242.1610583
chr1;9166114;9168276.86319221
chr1;188385136;188386893.598979
chr1;267572308;267575814.378964
chr1;73743093;73749038.7379859
chr1;52338100;52354429.4964301
chr1;90222397;90226268.7269868
chr1;232807977;232816281.364011
chr1;194365430;194375161.590966
chr1;64696257;64706360.357808
chr1;62110931;62113244.3176123
chr1;34992596;35008581.131342
chr1;262197488;262201733.579746
chr1;246805654;246814102.357858
chr1;169304849;169306640.295856
chr1;91491652;91505785.6260354
chr1;104745190;104748927.301614
chr1;211582197;211586272.037975
chr1;142552220;142556432.462509
chr1;53458868;53465936.5954906
chr1;251718679;251719732.388695
chr1;64764331;64767832.7243921
chr1;54256749;54266634.6271029
chr1;96383982;96397173.0916054
chr1;175287010;175288390.307603
chr1;258072560;258082757.545991
chr1;86163755;86174970.0994585
chr1;213908224;213910035.765622
chr1;110642499;110658716.473976
chr1;147278847;147288849.76772
chr1;94832494;94848359.1799031
chr1;165852160;165852850.862455
chr1;208694477;208703259.287792
chr1;115470233;115484311.538741
chr1;176781476;176796414.746647
chr1;111244435;111260551.173858
chr1;16395222;16397661.2074447
chr1;147329551;147338763.759628
chr1;117220052;117236326.405912
chr1;27397802;27405339.2042757
chr1;100621353;100631695.696217
chr1;144333010;144338550.412647
chr1;140598900;140603796.551272
chr1;73437319;73444298.0989657
chr1;117111197;117116156.528478
chr1;261110316;261114234.29952
chr1;97121899;97134353.5543949
chr1;277481306;277497224.169863
chr1;267371025;267371113.388614
chr1;268469743;268470930.859919
chr1;113989260;114005303.795931
chr1;249707509;249712245.819544
chr1;252941619;252954138.729852
chr1;259729149;259732259.769342
chr1;219210722;219226312.80231
chr1;204711869;204727836.783802
chr1;189950698;189964011.377482
chr1;26560602;26568355.7349604
chr1;137549031;137563600.097518
chr1;21037689;21054070.8149174
chr1;95037450;95050932.541422
chr1;1439220;1441298.79408035
chr1;260411405;260427742.081506
chr1;163183163;163199249.584751
chr1;224396165;224408146.230904
chr1;112459381;112469975.307986
chr1;189459905;189468162.579786
chr1;100398564;100398845.144418
chr1;43950043;43964409.0513369
chr1;133880581;133884052.15327
chr1;216037877;216049685.331183
chr1;125051920;125058054.933389
chr1;274480799;274496942.925981
chr1;49348635;49356667.8798514
chr1;182923992;182940653.630048
chr1;213465071;213476597.135975
chr1;233040741;233046252.350791
chr1;181385725;181400169.27098
chr1;220677442;220682066.443116
chr1;249641874;249646647.7308
chr1;229129175;229144504.445716
chr1;188232152;188238069.606997
chr1;273859715;273876673.381702
chr1;26802982;26818644.8283493
chr1;9013046;9016940.07263501
chr1;49882526;49898578.939177
chr1;15376073;15382865.3568383
chr1;69848208;69851696.9484713
chr1;236915628;236921161.694671
chr1;5211750;5224695.42212418
chr1;131124586;131140738.515855
chr1;148591130;148600616.577238
chr1;524317;532618.584128025
chr1;62469096;62480597.0328224
chr1;121490805;121491905.082877
chr1;224338262;224348774.806157
chr1;231873807;231878018.186496
chr1;198810530;198822172.960799
chr1;209179815;209191120.852308
chr1;114217071;114217700.57089
chr1;127749656;127753518.87371
chr1;205271534;205285895.005852
chr1;75418428;75419712.4050601
chr1;285394564;285407983.321207
chr1;159065701;159065901.82121
chr1;165332441;165346323.557618
chr1;250287069;250294982.679538
chr1;84306838;84321453.5012432
chr1;276825243;276841129.003654
chr1;198511624;198512199.385863
chr1;36453368;36464489.641895
chr1;88602834;88619811.3643176
chr1;82252767;82262405.2417591
chr1;119041619;119052598.022075
chr1;132590289;132606482.790067
chr1;242112661;242113454.372389
chr1;187941604;187947379.90855
chr1;26670008;26684084.3286215
chr1;123366151;123378684.154324
chr1;128705238;128710291.494401
chr1;80036538;80042438.8237232
chr1;82903338;82912113.1526026
chr1;193440061;193456195.907667
chr1;117593943;117606647.596806
chr1;38813618;38827068.7997716
chr1;113432625;113439803.20609
chr1;210003575;210009895.411411
chr1;115426672;115429012.498537
chr1;115804786;115815690.015699
chr1;140365546;140382025.075649
chr1;127039557;127051044.951613
chr1;252569501;252578512.677977
chr1;231684214;231691157.968185
chr1;53639777;53640562.8967006
chr1;285589326;285596103.40027
chr1;246020344;246023755.378589
chr1;207795468;207811709.344302
chr1;80952917;80962328.5880178
chr1;200260491;200265102.914693
chr1;28027701;28038337.6691357
chr1;19057703;19061783.0754464
chr1;139183290;139197926.916124
chr1;81598199;81602488.815965
chr1;217219471;217222734.959944
chr1;151554636;151555571.43476
chr1;112380554;112395987.291152
chr1;273919239;273928450.499128
chr1;7899175;7915328.64878085
chr1;188489376;188499341.148746
chr1;135514659;135516406.696176
chr1;230092624;230102758.688935
chr1;155362447;155376195.119896
chr1;213325850;213329457.224203
chr1;23511940;23520916.0272731
chr1;190456788;190460163.966848
chr1;275268997;275280172.719458
chr1;136004627;136016855.954752
chr1;212128415;212135786.87392
chr1;126796116;126799028.849327
chr1;40620784;40628841.8526905
chr1;37069924;37082684.9494185
chr1;248791094;248803162.978175
chr1;224477847;224492253.946152
chr1;126588517;126597562.458913
chr1;203432159;203441466.403491
chr1;96493098;96505731.0538892
chr1;127739795;127745198.506902
chr1;103784567;103798406.245425
chr1;270276925;270291696.212349
chr1;280227836;280229024.321214
chr1;262190236;262205187.494883
chr1;29397520;29413823.6769498
chr1;23029353;23034454.0824897
chr1;166842012;166842765.775054
chr1;167792804;167807720.043919
chr1;133892984;133907585.915264
chr1;164421658;164432483.656039
chr1;98602859;98609738.0785645
chr1;133151862;133152322.662712
chr1;88424175;88431002.5413296
chr1;280832986;280833039.280885
chr1;183383231;183393328.969722
chr1;6497286;6497648.38460015
chr1;59478066;59492196.7516564
chr1;184294159;184306911.166091
chr1;48419040;48420635.9168271
chr1;272824518;272838667.394411
chr1;12884689;12892488.438026
chr1;136744839;136756144.280959
chr1;126882787;126887772.09151
chr1;173513676;173530196.832396
chr1;181778633;181790199.140472
chr1;114436262;114443172.643111
chr1;134932450;134942916.450027
chr1;139264573;139272011.545521
chr1;20252523;20269132.8031607
chr1;288025195;288030543.278317
chr1;267766580;267775134.113411
chr1;9588527;9605213.40704911
chr1;25773897;25789443.6531359
chr1;146984971;146996528.124299
chr1;217879709;217886113.071887
chr1;217962871;217976765.63974
chr1;182992674;182997768.219321
chr1;98119574;98132280.1933083
chr1;265673336;265685342.259931
chr1;74020534;74035001.0604235
chr1;287692567;287693701.838397
chr1;270002202;270017927.688808
chr1;67016524;67019320.7650921
chr1;288148788;288164796.602961
chr1;131020501;131030049.12819
chr1;219208019;219223367.610365
chr1;199942064;199942818.309867
chr1;259272091;259287634.104691
chr1;131156310;131169138.883923
chr1;226140706;226142314.266814
chr1;115696549;115699921.201612
chr1;86693447;86697342.4719708
chr1;197406945;197409636.814272
chr1;249647990;249654056.127866
chr1;75257606;75264842.3435621
chr1;89390867;89394846.1848958
chr1;274135892;274142837.1222
chr1;52117163;52118798.567389
chr1;67686455;67701516.904588
chr1;128668538;128677428.250266
chr1;74975891;74986449.2389068
chr1;174544314;174549581.991998
chr1;103634702;103639856.592666
chr1;183384986;183394270.139892
chr1;102644202;102652641.674412
chr1;76258230;76261229.7005854
chr1;52480147;52483415.5048945
chr1;38225337;38225987.8410101
chr1;138229492;138245993.285622
chr1;146443050;146450633.920609
chr1;147414644;147417881.534428
chr1;73236866;73236867.9742576
chr1;153517235;153518198.022501
chr1;88562814;88572956.480841
chr1;41615877;41618065.6324323
chr1;265842796;265857410.052242
chr1;93626958;93630145.8868402
chr1;220441165;220444265.887506
chr1;147196524;147200887.897529
chr1;283304626;283315620.150628
chr1;129210170;129210319.408848
chr1;122259949;122266482.183593
chr1;133096112;133099316.197076
chr1;191903693;191917830.678509
chr1;81262307;81277144.4258989
chr1;94875628;94889631.2353898
chr1;232601265;232614940.128636
chr1;94835091;94835334.5261935
chr1;100829412;100842277.776016
chr1;213426774;213439902.604596
chr1;51115893;51119642.2105615
chr1;79414064;79429263.519257
chr1;149104067;149109762.862511
chr1;51822154;51823317.1848767
chr1;125492808;125508302.151576
chr1;115561578;115577741.681925
chr1;244737979;244738443.954784
chr1;206231547;206233998.075547
chr1;210853173;210857803.139846
chr1;258102966;258104448.946582
chr1;269358315;269371065.210396
chr1;200719267;200734210.375811
chr1;31484556;31491160.5191802
chr1;100625810;100634358.319255
chr1;250622404;250638109.398169
chr1;266448842;266455517.763126
chr1;241119213;241120779.409527
chr1;97066502;97079007.8251291
chr1;191435505;191440362.816321
chr1;194566373;194575405.546901
chr1;267999986;268000974.685649
chr1;213857336;213860896.061592
chr1;288195203;288195766.097268
chr1;157099360;157111192.950628
chr1;17486400;17502677.7102939
chr1;279768623;279775338.498437
chr1;31954887;31964750.6934257
chr1;60247339;60262847.0633739
chr1;6741084;6741480.28932662
chr1;208869736;208880456.438701
chr1;102014787;102030993.00261
chr1;124456202;124460247.901277
chr1;246215299;246220514.343461
chr1;104101759;104115746.216467
chr1;105661806;105674207.264734
chr1;236211121;236222751.630327
chr1;252844967;252845952.198905
chr1;87126787;87129372.1848016
chr1;244394541;244394971.835581
chr1;193672448;193679462.054895
chr1;268345717;268358040.415634
chr1;254794433;254801044.062491
chr1;189432089;189447045.207143
chr1;255984511;256000358.283257
chr1;68393920;68394301.7447372
chr1;56026705;56037894.5181684
chr1;86017871;86029237.1593436
chr1;288789790;288792529.057785
chr1;14068965;14083065.683159
chr1;11641841;11653005.838114
chr1;233627805;233633424.785433
chr1;83945181;83946300.161674
chr1;236751717;236756547.072181
chr1;77534422;77541582.3129101
chr1;111052737;111053729.483963
chr1;288392395;288399669.803331
chr1;212219878;212230379.548449
chr1;30763018;30763257.582905
chr1;142896282;142897118.406308
chr1;164098621;164107492.701987
chr1;149393861;149409036.986564
chr1;137598375;137611178.618315
chr1;227150391;227162654.243678
chr1;269920667;269923966.745356
chr1;90504934;90513509.8248163
chr1;234279818;234291941.8627
chr1;96398028;96410503.3322999
chr1;124999393;125016268.339139
chr1;217377603;217388818.885993
chr1;121493147;121500581.914822
chr1;155646838;155657992.202709
chr1;28589591;28601163.1178389
chr1;246103469;246104345.712194
chr1;274665458;274677311.818651
chr1;238595507;238597436.975318
chr1;210257438;210273052.137024
chr1;132739321;132741161.523268
chr1;22949702;22966468.7004391
chr1;22092385;22096600.2184675
chr1;24219363;24232436.3465271
chr1;127823668;127829678.175662
chr1;220941657;220949816.190986
chr1;82413413;82429521.5465562
chr1;18212764;18214090.5924168
chr1;83719476;83730322.0951578
chr1;6713008;6727469.22864939
chr1;243657698;243674275.88535
chr1;143917671;143932589.422347
chr1;43512098;43516647.1575148
chr1;238521924;238534772.446195
chr1;41118277;41132230.2323134
chr1;180748504;180749252.011246
chr1;8088000;8099566.41326962
chr1;263380964;263391443.018495
chr1;200404910;200420193.709665
chr1;219512973;219523004.102017
chr1;248137026;248142394.968186
chr1;188187201;188192379.085822
chr1;96268637;96284140.9005334
chr1;192203658;192208267.39273
chr1;184168137;184174655.820914
chr1;80808155;80822265.2701527
chr1;15989343;15994104.8124967
chr1;64897095;64911019.2508325
chr1;15117687;15121447.3993075
chr1;46374443;46378938.0662703
chr1;117064071;117069890.61216
chr1;140911136;140918986.233137
chr1;231612472;231620070.626996
chr1;74698644;74713902.0929381
chr1;288721230;288726677.673148
chr1;277118318;277127895.378642
chr1;65227280;65231929.6386323
chr1;164454358;164458877.164225
chr1;55250735;55260082.3015229
chr1;255973007;255979753.171174
chr1;268570473;268571720.074676
chr1;28212844;28215777.1145302
chr1;29546208;29547721.1630555
chr1;200963943;200967059.385871
chr1;203263896;203266378.735054
chr1;115747039;115755082.934865
chr1;15381655;15386730.0777758
chr1;223386278;223391183.796751
chr1;219648710;219653726.038437
chr1;48963344;48978418.5717956
chr1;210837201;210851289.588232
chr1;121724754;121736198.406861
chr1;220087663;220087761.881134
chr1;54761666;54771608.2063692
chr1;128663385;128670610.763715
chr1;153509398;153512126.254373
chr1;182024638;182036258.197402
chr1;26891275;26896062.3036248
chr1;153446219;153456231.535902
chr1;170726853;170738535.775307
chr1;195572869;195588892.864013
chr1;128862575;128868185.35959
chr1;274546380;274562693.785151
chr1;119114658;119124333.33755
chr1;116257505;116258244.23303
chr1;271215728;271230361.166111
chr1;269028402;269040687.688708
chr1;80482313;80498823.6980494
chr1;16389442;16403054.2324156
chr1;214906483;214912079.454562
chr1;105079121;105086851.133381
chr1;246035023;246037435.827866
chr1;196602774;196606714.417066
chr1;213013990;213026125.793823
chr1;228915343;228925152.24906
chr1;167812996;167829438.700159
chr1;276135531;276150947.862994
chr1;24832101;24845405.2916975
chr1;151897363;151903274.565819
chr1;176942925;176951775.929067
chr1;228833866;228850470.01828
chr1;63303394;63305540.7767669
chr1;62116112;62117479.0756293
chr1;245500941;245505753.448175
chr1;1705794;1716421.03413828
chr1;234396838;234409087.268292
chr1;286774543;286788034.33234
chr1;78654200;78662201.0956976
chr1;145321267;145325349.492373
chr1;127720861;127729182.264424
chr1;119508;122825.408958386
chr1;135996299;136000145.889296
chr1;186893101;186902960.060633
chr1;245104138;245105221.155822
chr1;26334253;26345314.9433853
chr1;227623661;227633216.243091
chr1;265120198;265122437.10976
chr1;95478834;95479217.2765957
chr1;203661971;203667408.953397
chr1;217902710;217916918.2661
chr1;208512406;208524015.955694
chr1;161240016;161244426.619474
chr1;159305638;159305984.683854
chr1;261958771;261971984.801312
chr1;278689604;278699394.680141
chr1;206013453;206016216.651175
chr1;240050813;240060921.134766
chr1;179034735;179046188.297835
chr1;114087453;114088255.366517
chr1;219935764;219952289.740632
chr1;223158922;223171789.12324
chr1;116391347;116391659.52858
chr1;172852428;172860834.106865
chr1;174105345;174117435.078421
chr1;286829547;286843499.363473
chr1;155118685;155130170.150079
chr1;133997786;134014079.834115
chr1;234139253;234146858.958027
chr1;59814973;59825749.2409229
chr1;128106934;128112698.11303
chr1;95326587;95329564.7110804
chr1;198115615;198120475.974055
chr1;151107347;151109479.243848
chr1;73741176;73753153.0945732
chr1;245655939;245663262.864426
chr1;225825815;225835398.88974
chr1;129444438;129447287.224343
chr1;208811896;208816762.198107
chr1;256659039;256670815.163088
chr1;168897794;168906004.153041
chr1;259836828;259838826.171783
chr1;279790464;279793197.648209
chr1;125471108;125481228.601354
chr1;102023304;102031230.342911
chr1;4292833;4306401.05884891
chr1;257265183;257281664.611643
chr1;6145511;6160635.15711516
chr1;171318745;171326525.431831
chr1;174174993;174189196.631352
chr1;185223704;185223753.830049
chr1;166419303;166428345.92974
chr1;225046825;225055517.491448
chr1;31903695;31917394.0746844
chr1;161682369;161693350.263265
chr1;48186458;48189327.6589608
chr1;214015817;214027711.218804
chr1;27632316;27640500.9020743
chr1;89181796;89195493.5530413
chr1;253657224;253664013.380547
chr1;228392072;228392423.074518
chr1;185540086;185545086.222014
chr1;100829186;100834459.515418
chr1;10421037;10429704.4049782
chr1;130215506;130219049.856464
chr1;57509122;57524654.3944588
chr1;191810531;191823588.980252
chr1;2505301;2518117.24222995
chr1;197163650;197164956.319528
chr1;98585852;98601320.7335146
chr1;43878531;43880209.0405391
chr1;33143689;33145647.6592004
chr1;192831021;192842863.804237
chr1;45179363;45191896.7713724
chr1;262317831;262330300.209335
chr1;164735581;164737621.370279
chr1;129530233;129544867.001641
chr1;192866379;192874607.718602
chr1;155531217;155531259.634328
chr1;106515291;106518646.02466
chr1;253720504;253720822.211335
chr1;27511609;27523279.3383146
chr1;90395947;90405292.5261881
chr1;19685722;19697938.4470328
chr1;66727905;66742359.1658954
chr1;43430171;43438745.753115
chr1;5607668;5612317.81589096
chr1;257812799;257820761.049625
chr1;81673120;81677488.0783455
chr1;190308573;190324957.091997
chr1;236905334;236907197.570852
chr1;94653495;94660307.9687747
chr1;220808121;220812824.985797
chr1;157920081;157929756.017843
chr1;18951918;18965887.3187943
chr1;212466076;212470548.422
chr1;126563615;126566738.954581
chr1;4307575;4316594.392423
chr1;22637591;22654067.4030596
chr1;242554943;242568874.74968
chr1;140542799;140558502.992242
chr1;147221957;147230978.277006
chr1;145979352;145987422.792478
chr1;227638139;227648587.086804
chr1;139930928;139945710.109456
chr1;91950726;91963083.2381728
chr1;167344093;167359551.979942
chr1;125427035;125436332.297431
chr1;242820810;242823283.446024
chr1;254731080;254743515.627104
chr1;203157396;203174207.33055
chr1;212929426;212930692.639664
chr1;181215736;181227965.080069
chr1;121263872;121269128.918584
chr1;168464892;168472789.980533
chr1;38847825;38863705.0804533
chr1;196792468;196806418.316581
chr1;81213081;81225307.6505952
chr1;47240694;47243157.7599929
chr1;220324180;220324190.396513
chr1;283947715;283954100.994184
chr1;159127873;159137117.610432
chr1;209138857;209143991.642815
chr1;210369464;210373031.985593
chr1;4543992;4548300.45005885
chr1;251639268;251651408.007047
chr1;156209763;156225122.072691
chr1;194466934;194468117.38606
chr1;125260872;125265064.888531
chr1;2417448;2433111.64888498
chr1;54576176;54591141.6525485
chr1;149761306;149765483.868798
chr1;288842319;288844290.637367
chr1;121580043;121590005.042268
chr1;130913596;130913793.685854
chr1;202864313;202875366.662754
chr1;150583479;150594344.299145
chr1;12350324;12352158.2595043
chr1;184767963;184775172.211216
chr1;192992123;193001780.361319
chr1;155628589;155634283.767908
chr1;5891776;5893298.20676112
chr1;149928873;149943389.431323
chr1;120939727;120941153.004716
chr1;125009880;125025445.110304
chr1;219011092;219012051.634246
chr1;261690357;261694166.264132
chr1;182529647;182530638.540382
chr1;55730037;55732680.9475231
chr1;175882263;175895962.528576
chr1;248905807;248914776.83731
chr1;64154804;64162637.5041765
chr1;133706300;133723232.393053
chr1;275755872;275770647.865858
chr1;184274175;184283207.351234
chr1;199761055;199774089.248208
chr1;38298099;38312161.4099396
chr1;193495857;193505602.157443
chr1;240141060;240152696.480406
chr1;13489253;13501218.2000721
chr1;64680727;64681420.1378929
chr1;85559664;85574781.2262533
chr1;150040046;150041700.837082
chr1;112124990;112128175.444736
chr1;280824520;280833678.955605
chr1;29617198;29619444.3897495
chr1;224909392;224926138.176313
chr1;227625967;227631828.744689
chr1;48170994;48180485.206525
chr1;122972183;122981380.07873
chr1;203541959;203548888.203595
chr1;149257701;149261699.30597
chr1;29553131;29566665.9515307
chr1;78151084;78157574.1310715
chr1;112351749;112358186.161206
chr1;121434921;121445190.388554
chr1;34914899;34921878.6460847
chr1;34823219;34829897.5836604
chr1;5963063;5978113.40080624
chr1;263661665;263667420.034653
chr1;5458909;5473204.62072485
chr1;231616573;231623241.791086
chr1;224373006;224381539.15289
chr1;158074100;158079382.96985
chr1;158051080;158054859.669096
chr1;78233112;78235906.3659514
chr1;217142377;217158955.560935
chr1;65553006;65569086.0064752
chr1;94306534;94309979.8860281
chr1;99658879;99673908.2514745
chr1;259702358;259717454.006258
chr1;21847586;21851374.178345
chr1;11434210;11448742.1236499
chr1;186735842;186751659.232474
chr1;143189562;143194627.083153
chr1;79942611;79946743.4618248
chr1;73113632;73128416.9086396
chr1;289673172;289681031.326385
chr1;109635367;109640342.772834
chr1;38706110;38714809.8125254
chr1;263808991;263815562.639329
chr1;214989561;215001333.940964
chr1;12231121;12237474.495507
chr1;217559685;217562767.874656
chr1;138419826;138430968.628906
chr1;88355968;88370896.5177558
chr1;125242643;125247214.211889
chr1;43059484;43063693.3055452
chr1;150810909;150814448.754262
chr1;8730822;8735390.45466213
chr1;211775583;211780758.927814
chr1;166865111;166875094.461332
chr1;41180300;41193748.9646275
chr1;56871689;56880081.9968342
chr1;163214878;163231354.975396
chr1;116538434;116542092.998209
chr1;124357195;124371584.232757
chr1;210515618;210516264.342422
chr1;75226570;75239425.6244868
chr1;120817565;120818283.953166
chr1;21356423;21369874.5160554
chr1;61664299;61678847.3077482
chr1;61687105;61702605.4066473
chr1;107810694;107821109.249076
chr1;2004759;2007201.64091085
chr1;220985862;220993613.703915
chr1;49529922;49535105.2915058
chr1;114538267;114542265.405455
chr1;19371711;19387492.1922725
chr1;140375807;140390357.461616
chr1;125420200;125431930.095253
chr1;91693088;91694568.6101133
chr1;111610201;111618210.643805
chr1;29625933;29637352.0640824
chr1;140891943;140907504.807794
chr1;147604764;147617822.33082
chr1;57517243;57518046.2468816
chr1;275789211;275792162.650218
chr1;215364540;215377762.837578
chr1;185012177;185026338.906215
chr1;148441134;148456309.938183
