chr;x0;x1;y1
chrVIII;112529.6;168793.9;1.29279344771057
chrVIII;168793.9;225058.2;0.904067604755983
chrVIII;225058.2;281322.5;8.25423872256651
chrVIII;281322.5;337586.8;4.80424194603693
chrVIII;337586.8;393851.1;7.55225816876628
chrVIII;393851.1;450115.4;2.255405678018
chrVIII;450115.4;506379.7;8.25846777108963
chrVIII;506379.7;562644;1.07395545328036
chrIX;1;43989.8;4.38697756240144
chrIX;43989.8;87978.6;8.51812768767122
chrIX;87978.6;131967.4;5.9493087368086
chrIX;131967.4;175956.2;7.24174047445413
chrIX;175956.2;219945;4.15619667610154
chrIX;219945;263933.8;7.12072572307661
chrIX;263933.8;307922.6;6.64811923764646
chrIX;307922.6;351911.4;4.95070215084124
chrIX;351911.4;395900.2;6.03643468427472
chrIX;395900.2;439889;6.72325309684966
chrX;1;74576.1;6.91445430689491
chrX;74576.1;149151.2;3.16915659019724
chrX;149151.2;223726.3;2.46060555798467
chrX;223726.3;298301.4;7.58998558572494
chrX;298301.4;372876.5;1.12440756079741
chrX;372876.5;447451.6;7.96566862156615
chrX;447451.6;522026.7;6.93948410174344
chrX;522026.7;596601.8;4.59140973596368
chrX;596601.8;671176.9;4.36550851932261
chrX;671176.9;745752;0.260523311560974
chrXI;1;66682.6;3.5512371807592
chrXI;66682.6;133364.2;2.08034228871111
chrXI;133364.2;200045.8;3.7922699435614
chrXI;200045.8;266727.4;4.81445273067802
chrXI;266727.4;333409;0.363522545085289
chrXI;333409;400090.6;6.41776550333016
chrXI;400090.6;466772.2;7.81487903490197
chrXI;466772.2;533453.8;8.60169153430033
chrXI;533453.8;600135.4;5.05089677672368
chrXI;600135.4;666817;5.1880084737204
chrXII;1;107818.7;2.75618208870292
chrXII;107818.7;215636.4;4.36013271091506
chrXII;215636.4;323454.1;0.200544570735656
chrXII;323454.1;431271.8;5.59854907141998
chrXII;431271.8;539089.5;2.67026482655201
chrXII;539089.5;646907.2;1.68453885982744
chrXII;646907.2;754724.9;1.35177796238568
chrXII;754724.9;862542.6;3.04154685032554
chrXII;862542.6;970360.3;4.79747432149015
chrXII;970360.3;1078178;6.92863043386023
chrXIII;1;92444.1;0.493221121234819
chrXIII;92444.1;184887.2;2.69096850282513
chrXIII;184887.2;277330.3;6.21461705644615
chrXIII;277330.3;369773.4;2.06314363516867
chrXIII;369773.4;462216.5;1.21041563786566
chrXIII;462216.5;554659.6;0.416373906028457
chrXIII;554659.6;647102.7;6.8775507892482
chrXIII;647102.7;739545.8;4.80037481014151
chrXIII;739545.8;831988.9;4.42602090539876
chrXIII;831988.9;924432;1.68613924055826
chrXIV;1;78434.3;0.752858733641915
chrXIV;78434.3;156867.6;3.88571302432101
chrXIV;156867.6;235300.9;3.3598957183538
chrXIV;235300.9;313734.2;8.07632357915863
chrXIV;313734.2;392167.5;2.18835951990914
chrXIV;392167.5;470600.8;6.45094767550472
chrXIV;470600.8;549034.1;5.52359014532994
chrXIV;549034.1;627467.4;3.09811202951241
chrXIV;627467.4;705900.7;0.278015188733116
chrXIV;705900.7;784334;4.96266690935008
chrXV;1;109130.1;1.26472422445659
chrXV;109130.1;218259.2;2.60001938163768
chrXV;218259.2;327388.3;0.9685641836375
chrXV;327388.3;436517.4;2.2677849141648
chrXV;436517.4;545646.5;8.38542946844827
chrXV;545646.5;654775.6;0.00155398172792047
chrXV;654775.6;763904.7;2.88696968425065
chrXV;763904.7;873033.8;5.70169328916818
chrXV;873033.8;982162.9;5.52029307747725
chrXV;982162.9;1091292;7.19799046246335
chrXVI;1;94807.6;7.83566533445846
chrXVI;94807.6;189614.2;5.85229621636681
chrXVI;189614.2;284420.8;7.20413846403826
chrXVI;284420.8;379227.4;5.20727435618173
chrXVI;379227.4;474034;0.519084098841995
chrXVI;474034;568840.6;5.14668068981264
chrXVI;568840.6;663647.2;7.64794827711303
chrXVI;663647.2;758453.8;5.87633401325438
chrXVI;758453.8;853260.4;4.29661482365336
chrXVI;853260.4;948067;7.63719950832892
chrM;1;8578.9;3.58101271691266
chrM;8578.9;17156.8;4.60621029068716
chrM;17156.8;25734.7;4.79861772693694
chrM;25734.7;34312.6;7.70182833429426
chrM;34312.6;42890.5;5.94456454915926
chrM;42890.5;51468.4;2.48673219520133
chrM;51468.4;60046.3;1.58531194261741
chrM;60046.3;68624.2;0.0324148931773379
chrM;68624.2;77202.1;2.80042177971918
chrM;77202.1;85780;3.50394508314785
